conversation_id,message_id,sender_id,text,is_answered,sentiment,category,intent,type,is_internal,timestamp,response_time
,9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:36:19,0:00:00
,9f1fae5c-33f5-48fa-b1c4-9505ba80395c,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:36:20,0:00:01
,9f1fae5c-bcdb-4af2-99fc-c5b021953bf1,bf17272dc3f0,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Hayır,Nötr,Düğün Mekanı,Genel Sorgu,TEXT,True,2025-06-10T19:36:21,0:00:01
,9f1fae62-765b-4966-821c-d04aaecc250b,bf17272dc3f0,"Şu anda belirttiğiniz kriterlere (Diyarbakır, 700 kişi, kapalı alan, mekan + fotoğraf, 100 bin TL bütçe) tam olarak uyan bir mekan bulamadım. 

Ancak, isterseniz:
- **Yakın ilçelerde** veya Diyarbakır çevresinde arama yapabilirim,
- **Davetli sayısını** biraz azaltabilir veya
- **Bütçenizi** esnetebilirseniz,
daha fazla seçenek sunabilirim.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Ya da farklı bir öneri ister misiniz? Size en iyi şekilde yardımcı olmak isterim!",Evet,Nötr,Düğün Mekanı,Ürün Arıyor,TEXT,False,2025-06-10T19:36:24,0:00:03
,9f1fae7e-22c0-4270-b546-e5d96aa462d2,42361ae407d3,Davet sayısını 600 e çekelim o zaman,Evet,Nötr,Davetiye,Genel Sorgu,TEXT,False,2025-06-10T19:36:43,0:00:19
,9f1fae89-61a5-460b-bf40-8beb8dd36c5a,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:36:50,0:00:07
,9f1fae89-cccf-4cb8-8498-b6378ca91d35,bf17272dc3f0,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Hayır,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:36:50,0:00:00
,9f1fae8a-b5c9-4167-bc5d-2963e15838e5,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:36:51,0:00:01
,9f1fae8b-35da-4cd7-a3ae-ca8e31f6ecd8,bf17272dc3f0,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Hayır,Nötr,Düğün Mekanı,Genel Sorgu,TEXT,True,2025-06-10T19:36:51,0:00:00
,9f1fae94-6b7b-4172-a0a0-2f02f176984a,bf17272dc3f0,"Ne yazık ki, **Diyarbakır'da 600 kişilik, kapalı alanda, mekan ve fotoğraf hizmeti dahil, 100 bin TL bütçeyle** tam olarak uygun bir mekan bulamadım.

Dilerseniz:
- **Yakın ilçelerde** veya Diyarbakır çevresinde arama yapabilirim,
- **Bütçenizi** biraz artırabilir ya da
- **Davetli sayısını** daha da azaltabilirsiniz.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Alternatif olarak, daha küçük kapasiteli veya açık/yarı açık alan mekanları da önerebilirim. Nasıl ilerlemek istersiniz?",Hayır,Nötr,Düğün Mekanı,Ürün Arıyor,TEXT,False,2025-06-10T19:36:57,0:00:06
,9f21b9d3-3ada-4ebb-9bfc-1eee12a5ce8c,bf17272dc3f0,Conversation resolved automatically.,Hayır,Pozitif,Diğer,Genel Sorgu,TEXT,True,2025-06-11T20:00:03,"1 day, 0:23:06"
,9f1fb51d-ed35-4275-95c8-b3df7d093e74,bf17272dc3f0,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Hayır,Nötr,Diğer,Genel Sorgu,OPTIONS,False,2025-06-10T19:55:14,
,9f1fb51d-cb98-49ca-b2e6-ca478a86d3c9,bf17272dc3f0,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Hayır,Nötr,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T19:55:14,0:00:00
,9f1fb525-0df1-41e4-9530-240a0eb31794,,Düğün,Evet,Nötr,Diğer,Genel Sorgu,SELECTED_OPTION,False,2025-06-10T19:55:19,0:00:05
,9f1fb52c-9737-4b22-bdc6-227436f41ef8,bf17272dc3f0,"Harika! **Düğün** için mekan veya hizmet arayışındasınız. Size en iyi önerileri sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini düğün tarihiniz belli mi?**
3. **Yaklaşık kaç davetli olacak?**
4. **Nasıl bir hizmet arıyorsunuz?** (Sadece mekan mı, yoksa organizasyon, fotoğrafçı gibi ek hizmetler de ister misiniz?)

Sırayla ilerleyelim! Öncelikle, düğününüzü hangi şehir ve ilçede planlıyorsunuz?",Evet,Pozitif,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T19:55:24,0:00:05
,9f1fb557-6380-4606-914d-235fdae45a06,7fff35d438a4,Adıyaman Kahta,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:55:52,0:00:28
,9f1fb55d-26e8-4d75-9f6b-6b2577cf297c,bf17272dc3f0,"Teşekkürler! **Adıyaman Kahta**’da düğün yapmak istiyorsunuz. Şimdi birkaç detay daha rica edeceğim:

1. **Tahmini düğün tarihiniz belli mi?**
2. **Yaklaşık kaç davetliniz olacak?**
3. **Yemekli mi, kokteyl mi, yoksa sadece pasta ve meşrubat ikramı mı düşünüyorsunuz?**
4. Sadece **mekan** mı arıyorsunuz, yoksa **organizasyon**, **fotoğrafçı** gibi ek hizmetler de ister misiniz?

Öncelikle, tahmini düğün tarihinizi öğrenebilir miyim? (Yıl-ay veya tam tarih şeklinde yazabilirsiniz.)",Evet,Nötr,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T19:55:55,0:00:03
,9f1fb588-df72-4f6e-883f-829bab5c11b4,7fff35d438a4,Ağustos ayı,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:56:24,0:00:29
,9f1fb590-b4e9-4c7e-a1c9-0e0322fab156,bf17272dc3f0,"Teşekkürler! **Ağustos ayında** Kahta’da düğün planlıyorsunuz. Şimdi birkaç detay daha rica edeceğim:

1. **Yaklaşık kaç davetliniz olacak?**
2. **İkram tercihiniz nedir?** (Yemekli, kokteyl, pasta ve meşrubat)
3. Sadece **mekan** mı arıyorsunuz, yoksa **organizasyon**, **fotoğrafçı** gibi ek hizmetler de ister misiniz?

Öncelikle, tahmini davetli sayınızı öğrenebilir miyim?",Evet,Nötr,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T19:56:29,0:00:05
,9f1fb5ac-829c-428a-85f5-e1aadec38b42,7fff35d438a4,200 e Yakın,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:56:47,0:00:18
,9f1fb5b4-7724-4d86-807c-9b64535778a1,bf17272dc3f0,"Harika, yaklaşık **200 kişilik** bir düğün planlıyorsunuz.

Şimdi, ikram tercihinizi öğrenmek isterim:
- **Yemekli**
- **Kokteyl**
- **Pasta ve meşrubat**

Hangisini tercih ediyorsunuz? Ayrıca, sadece **mekan** mı arıyorsunuz yoksa **organizasyon** veya **fotoğrafçı** gibi ek hizmetler de ister misiniz?",Evet,Pozitif,Düğün Mekanı,Övgü,TEXT,False,2025-06-10T19:56:53,0:00:06
,9f1fb5d0-d06f-4532-a459-32c8b89c3f54,7fff35d438a4,Yemekli,Evet,Nötr,Catering,Genel Sorgu,TEXT,False,2025-06-10T19:57:11,0:00:18
,9f1fb5da-7222-4268-96a7-22a1808a583e,bf17272dc3f0,"Çok güzel, **yemekli** bir düğün planlıyorsunuz ve yaklaşık 200 davetliniz olacak.

Şimdi son birkaç detay daha rica edeceğim:
1. **Kişi başı bütçeniz** ne kadar? (Yaklaşık bir rakam verebilirsiniz.)
2. Mekan tercihiniz var mı? (Açık alan, kapalı alan, kır düğünü, salon, otel vb. seçeneklerden hangisini istersiniz? Kararsızsanız alternatifler sunabilirim.)

Bu bilgilerle size Kahta ve yakın ilçelerde en uygun düğün mekanlarını önerebilirim. Öncelikle kişi başı bütçenizi öğrenebilir miyim?",Evet,Nötr,Düğün Mekanı,Ürün Arıyor,TEXT,False,2025-06-10T19:57:17,0:00:06
,9f1fb621-d6b2-40a3-87ab-057d3d60a40a,7fff35d438a4,Açık yada kapalı düğün salonu,Evet,Nötr,Düğün Mekanı,Genel Sorgu,TEXT,False,2025-06-10T19:58:04,0:00:47
,9f1fb62b-10ad-4d78-b2c9-24a9a405aafb,bf17272dc3f0,"Teşekkürler! **Açık veya kapalı düğün salonu** tercihiniz var, yani her iki seçeneğe de açıksınız.

Şimdi, size en uygun mekanları önerebilmem için son olarak **kişi başı bütçenizi** öğrenebilir miyim? (Yaklaşık bir rakam belirtirseniz, bütçenize uygun en iyi mekanları listeleyebilirim.)

Örneğin: Kişi başı 500 TL, 750 TL gibi.",Evet,Nötr,Düğün Mekanı,Ürün Arıyor,TEXT,False,2025-06-10T19:58:10,0:00:06
,9f1fb65d-18b4-4f19-9996-520e7a52bfe0,7fff35d438a4,500,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:58:43,0:00:33
,9f1fb663-bdab-4296-b9a4-63a1e37e1458,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:58:47,0:00:04
,9f1fb664-3a5a-4f29-82e4-77dcfa455952,bf17272dc3f0,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Hayır,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:58:48,0:00:01
,9f1fb665-ff75-4fa1-9232-929fbb0a5631,bf17272dc3f0,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Hayır,Nötr,Düğün Mekanı,Genel Sorgu,TEXT,True,2025-06-10T19:58:49,0:00:01
,9f1fb665-6d42-4923-bc6d-4cf42e608fdf,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:58:49,0:00:00
,9f1fb66c-5f19-4f61-b7a2-d663a806ce6f,bf17272dc3f0,"Şu anda **Kahta** ve yakın çevresinde, kişi başı 500 TL bütçeyle açık veya kapalı düğün salonu için uygun mekan bulamadım.

Dilerseniz:
- **Bütçenizi biraz artırabilir**
- **Yakın ilçeleri** (örneğin: Adıyaman Merkez, Samsat, Gerger gibi) dahil edebilir
- Veya **tarih ve davetli sayısı** gibi kriterlerde esneklik sağlayabilirsiniz.

Kriterlerinizi biraz genişletmek ister misiniz? Size en uygun alternatifi bulmam için nasıl yardımcı olabilirim?",Evet,Nötr,Düğün Mekanı,Ürün Arıyor,TEXT,False,2025-06-10T19:58:53,0:00:04
,9f1fb6af-a40d-4d23-8299-60a87d6746de,7fff35d438a4,Adıyaman Kahta köşk düğün salonu,Evet,Nötr,Düğün Mekanı,Genel Sorgu,TEXT,False,2025-06-10T19:59:37,0:00:44
,9f1fb6b6-fb42-4f11-8774-eed2019cec5d,bf17272dc3f0,"Teşekkürler! **Adıyaman Kahta Köşk Düğün Salonu** ile ilgilendiğinizi belirttiniz.

Bu salon hakkında bilgi almak, fiyat teklifi istemek veya müsaitlik durumu öğrenmek mi istiyorsunuz? Ayrıca, başka salon veya alternatif mekan önerileri de sunmamı ister misiniz?

Dilerseniz, Köşk Düğün Salonu’nun kapasitesi, hizmetleri ve iletişim bilgileriyle ilgili detayları da paylaşabilirim. Nasıl yardımcı olmamı istersiniz?",Hayır,Nötr,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T19:59:42,0:00:05
,9f21b9d5-4d6d-4124-b4af-39a54bcd3389,bf17272dc3f0,Conversation resolved automatically.,Hayır,Pozitif,Diğer,Genel Sorgu,TEXT,True,2025-06-11T20:00:05,"1 day, 0:00:23"
,9f1fb560-7679-4f62-8825-e9a8a9efe94f,bf17272dc3f0,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Hayır,Nötr,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T19:55:58,
,9f1fb560-9c05-4377-a289-0ae4aa474af1,bf17272dc3f0,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Hayır,Nötr,Diğer,Genel Sorgu,OPTIONS,False,2025-06-10T19:55:58,0:00:00
,9f1fb580-86fe-4313-936d-58d4411dfb72,,Kına,Evet,Nötr,Kına,Genel Sorgu,SELECTED_OPTION,False,2025-06-10T19:56:19,0:00:21
,9f1fb587-baf0-410f-8943-6b8787e05722,bf17272dc3f0,"Harika! **Kına geceniz** için yardımcı olmaktan mutluluk duyarım. Şimdi, nasıl bir hizmet aradığınızı öğrenebilir miyim?

- **Kına gecesi mekanı** mı arıyorsunuz?
- **Kına organizasyonu** (süsleme, dans ekibi, aksesuarlar vb.) mu istiyorsunuz?
- Yoksa her ikisini birden mi düşünüyorsunuz? 

Sizin için en uygun önerileri sunabilmem için tercihinizi belirtir misiniz?",Evet,Pozitif,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T19:56:23,0:00:04
,9f1fb5a8-ec87-437e-9c96-391cc3983da9,bb53191dc8c8,Abiye istiyorum,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:56:45,0:00:22
,9f1fb5b1-7cc4-4530-bec7-815c7436a58e,bf17272dc3f0,"Çok güzel! **Kına geceniz için abiye** (nişan/kına/akşam elbisesi) arıyorsunuz. Size en uygun abiye mağazalarını veya tasarımcılarını önerebilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir ve ilçede** abiye arıyorsunuz?
2. **Tahmini bütçeniz** nedir?
3. Özel bir renk veya model tercihiniz var mı?

Bu bilgileri paylaşırsanız, size en uygun abiye seçeneklerini hemen sunabilirim!",Evet,Nötr,Gelinlik,Ürün Arıyor,TEXT,False,2025-06-10T19:56:51,0:00:06
,9f1fb600-dbcf-45ec-97d7-094ed5820cdd,bb53191dc8c8,İstanbul Türkiye bütçe 4000 bin TL,Evet,Nötr,Diğer,Ürün Arıyor,TEXT,False,2025-06-10T19:57:43,0:00:52
,9f1fb607-d3a9-4c58-beb6-945aeed2015f,bf17272dc3f0,"Teşekkürler! İstanbul’da, **4000 TL bütçeyle** kına geceniz için abiye arıyorsunuz. Size daha iyi yardımcı olabilmem için son bir sorum olacak:

İstanbul’un belirli bir ilçesinde mi arıyorsunuz, yoksa tüm İstanbul’daki abiye mağazalarını incelememi ister misiniz? Eğer belirli bir ilçe varsa belirtir misiniz? 

Ayrıca, özel bir renk veya model tercihiniz varsa paylaşabilirsiniz. Böylece önerilerim daha nokta atışı olur!",Evet,Nötr,Kına,Ürün Arıyor,TEXT,False,2025-06-10T19:57:47,0:00:04
,9f1fb668-d98b-46c4-b9ec-d3df867ab632,bb53191dc8c8,Bağcılar Esenler,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:58:51,0:01:04
,9f1fb670-9148-43c8-aecc-6d166d7a25e7,bf17272dc3f0,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Hayır,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:58:56,0:00:05
,9f1fb670-1820-4a46-86b0-4d157d3a211d,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:58:56,0:00:00
,9f1fb672-573a-41b0-9e95-1e1428262546,bf17272dc3f0,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Hayır,Nötr,Düğün Mekanı,Genel Sorgu,TEXT,True,2025-06-10T19:58:57,0:00:01
,9f1fb671-d346-4165-839d-bd727fb9ae5a,bf17272dc3f0,,Hayır,Nötr,Belirsiz,Belirsiz,FUNCTION_CALL,False,2025-06-10T19:58:57,0:00:00
,9f1fb676-b4b9-4b9e-9e84-87473306ecab,bf17272dc3f0,"Şu anda **Bağcılar** ve **Esenler** ilçelerinde, 4000 TL bütçeyle kına gecesi için abiye bulabileceğim uygun bir mağaza veya firma veritabanımda görünmüyor.

Dilerseniz:
- **Yakın ilçelerde** (Güngören, Bahçelievler, Bayrampaşa gibi) arama yapabilirim.
- Ya da bütçenizi veya tercih ettiğiniz ilçeleri genişletebilirsiniz.

Nasıl devam etmemi istersiniz?",Evet,Nötr,Kına,Ürün Arıyor,TEXT,False,2025-06-10T19:59:00,0:00:03
,9f1fb6a7-22da-4a12-a3ff-15dcd7edd1f8,bb53191dc8c8,Ok,Evet,Pozitif,Diğer,Genel Sorgu,TEXT,False,2025-06-10T19:59:32,0:00:32
,9f1fb6ae-5ad3-4f8e-8281-b570884b1cb2,bf17272dc3f0,"Teşekkür ederim! Size başka bir konuda yardımcı olmamı ister misiniz? Eğer ileride tekrar abiye, kına organizasyonu veya başka bir düğün hizmeti ararsanız her zaman buradayım.

Bugünkü hizmetimden memnun kaldınız mı? Başka bir isteğiniz varsa hemen yardımcı olabilirim!",Evet,Pozitif,Kına,Bilgi Soruyor,TEXT,False,2025-06-10T19:59:36,0:00:04
,9f1fb730-0afa-42f0-a463-2a43edff0400,bb53191dc8c8,Peki uygun fiyata olnine site bula bilirmisib,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T20:01:01,0:01:25
,9f1fb73b-3032-4ccd-ac5c-3dc898329e1a,bf17272dc3f0,"Tabii, yardımcı olabilirim! İstanbul’da yaşıyorsanız ve **uygun fiyatlı abiye** arıyorsanız, online alışveriş siteleri güzel bir alternatif olabilir. Aşağıda, Türkiye’de güvenle alışveriş yapabileceğiniz ve genellikle uygun fiyatlı abiye seçenekleri sunan popüler online siteleri bulabilirsiniz:

1. **Modanisa** – [modanisa.com](https://www.modanisa.com)
2. **Trendyol** – [trendyol.com](https://www.trendyol.com)
3. **Morhipo** – [morhipo.com](https://www.morhipo.com)
4. **Zara** – [zara.com](https://www.zara.com/tr)
5. **Sefamerve** – [sefamerve.com](https://www.sefamerve.com)
6. **Hepsiburada** – [hepsiburada.com](https://www.hepsiburada.com)
7. **LC Waikiki** – [lcwaikiki.com](https://www.lcwaikiki.com/tr-TR/TR)

Bu sitelerde “kına abiyesi”, “gece elbisesi” veya “abiye elbise” gibi anahtar kelimelerle arama yapabilirsiniz. Fiyat filtrelerini kullanarak bütçenize uygun modelleri kolayca bulabilirsiniz.

Ekstra bir öneri ister misiniz? Belirli bir renk veya model arıyorsanız, bana yazabilirsiniz!",Hayır,Nötr,Gelinlik,Ürün Arıyor,TEXT,False,2025-06-10T20:01:09,0:00:08
,9f21c48d-09f7-473c-9623-40f83f75f246,bf17272dc3f0,Conversation resolved automatically.,Hayır,Pozitif,Diğer,Genel Sorgu,TEXT,True,2025-06-11T20:30:03,"1 day, 0:28:54"
,9f1fc575-d2ba-43db-b218-0327531b5e32,bf17272dc3f0,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Hayır,Nötr,Diğer,Genel Sorgu,OPTIONS,False,2025-06-10T20:40:56,
,9f1fc575-b1ce-44c8-a53b-d542cb555153,bf17272dc3f0,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Hayır,Nötr,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T20:40:56,0:00:00
,9f1fc581-e9d2-4743-b06d-bbd409618609,,Düğün,Evet,Nötr,Diğer,Genel Sorgu,SELECTED_OPTION,False,2025-06-10T20:41:04,0:00:08
,9f1fc58b-3850-46e6-9db0-4bd051a655b5,bf17272dc3f0,"Harika! **Düğün** organizasyonu için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım var.

Öncelikle, düğününüzün tahmini tarihini öğrenebilir miyim? (Yıl-ay ya da yıl-ay-gün şeklinde yazabilirsiniz.)",Evet,Pozitif,Diğer,Bilgi Soruyor,TEXT,False,2025-06-10T20:41:10,0:00:06
,9f1fc5cf-17a0-4130-b02a-92b886633836,fb87f8f2e230,2025.11.15,Evet,Nötr,Diğer,Genel Sorgu,TEXT,False,2025-06-10T20:41:54,0:00:44
,9f1fc5d6-38d6-480c-bd7c-a249f684f978,bf17272dc3f0,"Teşekkürler! **15 Kasım 2025** tarihi için düğün planlıyorsunuz.

Şimdi, nasıl bir hizmet aradığınızı öğrenmek isterim:
- Düğün mekanı mı arıyorsunuz?
- Düğün organizasyonu, fotoğrafçılık, gelinlik gibi başka bir hizmet mi düşünüyorsunuz?

Size en uygun önerileri sunabilmem için belirtir misiniz?",Evet,Nötr,Düğün Mekanı,Bilgi Soruyor,TEXT,False,2025-06-10T20:41:59,0:00:05
,9f1fc5fb-5df7-4fc3-8743-7675faf1a485,fb87f8f2e230,Düğün mekanı,Evet,Nötr,Düğün Mekanı,Genel Sorgu,TEXT,False,2025-06-10T20:42:23,0:00:24
,9f1fc604-1b5b-469d-85c1-d0136fbf5ae6,bf17272dc3f0,"Çok güzel! Size en uygun **düğün mekanı** önerilerini sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. Düğünü hangi şehir ve ilçede yapmak istiyorsunuz?
2. Tahmini kaç davetliniz olacak?
3. İkram tercihiniz nedir? (Yemekli, kokteyl, pasta & meşrubat gibi)
4. Kişi başı bütçeniz nedir? (Yaklaşık bir rakam belirtirseniz daha iyi önerilerde bulunabilirim.)
5. Mekan tercihiniz var mı? (Açık alan, kapalı alan, havuz başı, kır düğünü, otel vb.)

Bu sorulardan dilediklerinizi yanıtlayabilirsiniz, ben de size en uygun mekanları hemen önereyim!",Hayır,Nötr,Düğün Mekanı,Ürün Arıyor,TEXT,False,2025-06-10T20:42:29,0:00:06
,9f21cf4b-da4b-4fe4-8618-d173a7fb2570,bf17272dc3f0,Conversation resolved automatically.,Hayır,Pozitif,Diğer,Genel Sorgu,TEXT,True,2025-06-11T21:00:05,"1 day, 0:17:36"
